 time      seg dst      amp      flag
 29090     5   25.691   6.346    1  
 29090     5   25.691   6.346    1  
 29205     5   25.752   6.125    1  
 29205     5   25.752   6.125    1  
 29319     5   25.817   6.209    1  
 29319     5   25.817   6.209    1  
 29376     5   25.848   6.207    1  
 29376     5   25.848   6.207    1  
 29491     5   25.917   6.306    1  
 29491     5   25.917   6.306    1  
 29604     5   25.987   6.160    1  
 29604     5   25.987   6.160    1  
 29663     5   26.022   6.164    1  
 29663     5   26.022   6.164    1  
 29776     5   26.089   5.832    1  
 29776     5   26.089   5.832    1  
 29834     5   26.123   5.654    1  
 29834     5   26.123   5.654    1  
 29949     5   26.196   5.806    1  
 29949     5   26.196   5.806    1  
 30063     5   26.265   5.587    1  
 30063     5   26.265   5.587    1  
 30121     5   26.299   5.356    1  
 30121     5   26.299   5.356    1  
 30235     5   26.370   5.361    1  
 30235     5   26.370   5.361    1  
 30349     5   26.438   5.008    1  
 30349     5   26.438   5.008    1  
 30407     5   26.472   5.135    1  
 30407     5   26.472   5.135    1  
 30520     5   26.547   5.336    1  
 30520     5   26.547   5.336    1  
 30520     5   26.547   5.336    1  
 30520     5   26.547   5.336    1  
 30520     5   26.547   5.336    1  
 30520     5   26.547   5.336    1  
 30520     5   26.547   5.336    1  
 30520     5   26.547   5.336    1  
 30520     5   26.547   5.336    1  
 30520     5   26.547   5.336    1  
 30520     5   26.547   5.336    1  
 30520     5   26.547   5.336    1  
 30520     5   26.547   5.336    1  
 30520     5   26.547   5.336    1  
 30520     5   26.547   5.336    1  
 30579     5   26.584   5.089    1  
 30579     5   26.584   5.089    1  
 30579     5   26.584   5.089    1  
 30579     5   26.584   5.089    1  
 30579     5   26.584   5.089    1  
 30579     5   26.584   5.089    1  
 30579     5   26.584   5.089    1  
 30579     5   26.584   5.089    1  
 30579     5   26.584   5.089    1  
 30579     5   26.584   5.089    1  
 30579     5   26.584   5.089    1  
 30579     5   26.584   5.089    1  
 30579     5   26.584   5.089    1  
 30579     5   26.584   5.089    1  
 30579     5   26.584   5.089    1  
 30635     5   26.621   5.276    1  
 30635     5   26.621   5.276    1  
 30635     5   26.621   5.276    1  
 30692     5   26.663   5.282    1  
 30692     5   26.663   5.282    1  
 30808     5   26.739   5.180    1  
 30808     5   26.739   5.180    1  
 30865     5   26.776   5.128    1  
 30865     5   26.776   5.128    1  
 30980     5   26.852   5.053    1  
 30980     5   26.852   5.053    1  
 31094     5   26.930   5.552    1  
 31094     5   26.930   5.552    1  
 31151     5   26.967   5.135    1  
 31151     5   26.967   5.135    1  
 31266     5   27.044   5.082    1  
 31266     5   27.044   5.082    1  
 31323     5   27.080   4.853    1  
 31323     5   27.080   4.853    1  
 31438     5   27.158   4.622    1  
 31438     5   27.158   4.622    1  
 31552     5   27.239   4.861    1  
 31552     5   27.239   4.861    1  
 31610     5   27.275   4.847    1  
 31610     5   27.275   4.847    1  
 31724     5   27.355   4.782    1  
 31724     5   27.355   4.782    1  
 31839     5   27.438   4.847    1  
 31839     5   27.438   4.847    1  
 31896     5   27.476   4.751    1  
 31896     5   27.476   4.751    1  
 32010     5   27.553   4.365    1  
 32010     5   27.553   4.365    1  
 32068     5   27.592   4.600    1  
 32068     5   27.592   4.600    1  
 32182     5   27.672   4.298    1  
 32182     5   27.672   4.298    1  
 32297     5   27.753   4.240    1  
 32297     5   27.753   4.240    1  
 32354     5   27.795   4.509    1  
 32354     5   27.795   4.509    1  
 32468     5   27.878   4.213    1  
 32468     5   27.878   4.213    1  
 32583     5   27.963   4.599    1  
 32583     5   27.963   4.599    1  
 32640     5   28.007   4.415    1  
 32640     5   28.007   4.415    1  
 32755     5   29.957   4.179    1  
 32755     5   29.957   4.179    1  
 32812     5   29.957   4.414    1  
 32812     5   29.957   4.414    1  
 32927     5   29.964   4.001    1  
 32927     5   29.964   4.001    1  
 33041     5   29.987   4.281    1  
 33041     5   29.987   4.281    1  
 33098     5   29.998   3.908    1  
 33098     5   29.998   3.908    1  
 33213     5   30.027   3.895    1  
 33213     5   30.027   3.895    1  
 33327     5   30.058   3.831    1  
 33327     5   30.058   3.831    1  
 33385     5   30.072   3.787    1  
 33385     5   30.072   3.787    1  
 33499     5   30.105   3.802    1  
 33499     5   30.105   3.802    1  
 33556     5   30.122   3.694    1  
 33556     5   30.122   3.694    1  
 33671     5   30.152   3.858    1  
 33671     5   30.152   3.858    1  
 33785     5   30.181   3.491    1  
 33785     5   30.181   3.491    1  
 33842     5   30.196   3.509    1  
 33842     5   30.196   3.509    1  
 33957     5   30.231   3.297    1  
 33957     5   30.231   3.297    1  
 34072     5   30.272   3.653    1  
 34072     5   30.272   3.653    1  
 34129     5   30.294   3.711    1  
 34129     5   30.294   3.711    1  
 34243     5   30.341   3.944    1  
 34243     5   30.341   3.944    1  
 34301     5   30.365   3.700    1  
 34301     5   30.365   3.700    1  
 34415     5   30.416   3.249    1  
 34415     5   30.416   3.249    1  
 34530     5   30.466   3.464    1  
 34530     5   30.466   3.464    1  
 34587     5   30.492   3.415    1  
 34587     5   30.492   3.415    1  
 34816     5   32.064   3.361    1  
 34816     5   32.064   3.361    1  
 34930     5   32.164   3.179    1  
 34930     5   32.164   3.179    1  
 34988     5   32.161   3.185    1  
 34988     5   32.161   3.185    1  
 36190     5   33.196   3.255    1  
 36190     5   33.196   3.255    1  
 38308     5   34.595   3.284    1  
 38308     5   34.595   3.284    1  
